vertex,effect,t,p_uncorrected,q_fdr,significant
29,-0.010734613309750892,-0.7865667548535188,0.4331394889614987,0.5400180641597905,False
30,0.029764804496424248,2.0773729808775583,0.03997432639890304,0.07920037103566775,False
31,-0.029028531275160325,-2.072598114060751,0.040425189382788745,0.07920037103566775,False
32,0.0022628408424132627,0.15994870631113858,0.8731996672929692,0.8884188149438061,False
33,0.013807215295868678,0.9637884486446231,0.33715688937015764,0.4583752161561387,False
34,-0.008874778657472986,-0.5927985872089037,0.5544698599213704,0.6349126000873447,False
35,0.02456588988019608,1.879850987697024,0.06263708172176109,0.11084369046905686,False
36,0.05469061768558073,4.078304978164114,8.351417707436736e-05,0.0004966353748312491,True
37,-0.03237215146284768,-2.1533970008907763,0.03335742488158586,0.06961549540504876,False
38,0.044201328131466405,3.6100030088938952,0.000453441579687656,0.001741215666000599,True
39,-0.008621986766360737,-0.604441173056428,0.5467307973872924,0.6349126000873447,False
40,-0.022051857423361475,-1.6280559453366799,0.10622613425399567,0.17284252353192514,False
41,0.021511982359926976,1.4677538932728522,0.14487733714574128,0.21630595497013982,False
42,0.058906926166542306,4.306384018968235,3.4894388365997776e-05,0.0002576816371642913,True
43,0.008414274072349725,0.5911822843578861,0.5555485250764266,0.6349126000873447,False
44,0.053095853391630865,4.2327157651728795,4.6411701813489146e-05,0.00029703489160633054,True
45,-0.0031236405774708893,-0.20818924758986135,0.835446300288792,0.8623961809432691,False
46,0.027420737557277607,1.9958250922107197,0.04829600963080586,0.09091013577563456,False
47,0.02742801822030917,1.9264044442914794,0.056500542147027336,0.10234060464367215,False
48,0.05961539281089042,3.784795574796954,0.00024509021296288886,0.0010694845656562424,True
49,0.027380959782862292,1.8202219289536208,0.07130345426844492,0.12223449303161986,False
50,0.0326351823746874,2.3186493976091698,0.022165376953585492,0.053196904688605176,False
51,0.0073727615254652705,0.48903861042699237,0.625737744400052,0.6826229938909659,False
52,0.0010833050664241254,0.0846073278129898,0.9327194203379425,0.9327194203379425,False
53,0.039283953783922444,2.770127076208427,0.006527207755477595,0.018988240743207548,False
54,0.08540813793077957,5.759092997248765,7.058746149439369e-08,2.258798767820598e-06,True
55,0.012747050873406779,0.8959113777579604,0.3721555063013181,0.4894099808894047,False
56,0.050893701407802694,3.275385000557752,0.0013916245320463845,0.0047712841098733185,True
57,0.03721643285186849,2.465663547611224,0.015139472208143217,0.03824708768373024,False
58,-0.007608969820551662,-0.6162352000631807,0.5389467058813635,0.6349126000873447,False
59,0.034238993454879164,2.0789788733490644,0.03982366548567545,0.07920037103566775,False
60,0.06184609403787447,4.0645324832147836,8.794584762636703e-05,0.0004966353748312491,True
61,0.03950891426219929,2.9473654373444886,0.0038754795199137286,0.012001484964894126,False
62,0.06669141107311281,4.77386634597802,5.3190879067181344e-06,5.106324390449409e-05,True
63,0.028880678937903463,1.873584946592252,0.06350419766456382,0.11084369046905686,False
64,0.027213583730792745,2.1585059074779376,0.03294894378220648,0.06961549540504876,False
65,0.06493782326341486,4.827517705951066,4.254190991490918e-06,5.105029189789102e-05,True
66,0.07903227444229358,6.018625436924959,2.1086144813899428e-08,1.0121349510671725e-06,True
67,0.04653460209643459,3.548439270774151,0.0005604907117434968,0.0020695041664375267,True
68,0.0587676039130923,3.984377910572069,0.00011855162133435809,0.0006322753137832432,True
69,-0.0038569988814552746,-0.2635342096767622,0.792606423198577,0.8361562266710263,False
70,0.036386271034444244,2.645414339020779,0.009290261735832596,0.024774031295553587,False
71,0.04498608799008264,3.424373105963666,0.000852586516994812,0.003031418727092665,True
72,0.07585960346809388,4.778526996470621,5.217168011329503e-06,5.106324390449409e-05,True
73,0.02454979377119811,1.632841838917424,0.10521384079450126,0.17284252353192514,False
74,0.06879911901188576,5.000731297107049,2.0475630953973764e-06,3.443089508586409e-05,True
75,0.015213322314361795,0.960090365798573,0.33900667028214426,0.4583752161561387,False
76,0.004785074624171435,0.3603469625224395,0.7192429882268738,0.7671925207753321,False
77,0.05200621448013804,3.796490541886333,0.0002350410766904052,0.0010694845656562424,True
78,0.08386299915288466,5.601783928780363,1.4491317922191073e-07,3.4779163013258577e-06,True
79,0.0468969422910449,3.8860906734774208,0.00017005677526231826,0.000859234232904345,True
80,0.0360898321784181,2.302343207465893,0.023099215093191766,0.0536787789155404,False
81,0.02088081741138244,1.571739138283478,0.1187347555024048,0.18708075634751992,False
82,0.011046457202636448,0.8493396208606177,0.39744180257982176,0.5020317506271433,False
83,0.05226073237318195,3.8245540746434044,0.0002125001791679769,0.0010200008600062891,True
84,0.07202342288933523,4.858018646169849,3.7443239457134366e-06,5.105029189789102e-05,True
85,0.022878202991454443,1.4619558669791146,0.14645715701103218,0.21630595497013982,False
86,0.05419669228655047,3.6854195811416095,0.0003485702239804896,0.0013942808959219585,True
87,0.00924368527273711,0.6678734763664073,0.5055409956909929,0.61773094140588,False
88,0.039074774005738146,2.789725182557833,0.006168552277093307,0.018505656831279922,False
89,0.04188198708450547,2.9537185685755043,0.003802122637043454,0.012001484964894126,False
90,0.07694074163703497,6.2274845979860105,7.830225827017776e-09,7.517016793937065e-07,True
91,0.030969050712836628,2.426018070007184,0.016805921399853548,0.04136842190733181,False
92,0.061005378412078565,4.283400287155495,3.815481587014699e-05,0.00026163302310957935,True
93,0.013208454401121946,1.032772165048195,0.30385893731880437,0.42276026061746697,False
94,0.006942289664602787,0.4691723445852289,0.6398270761331153,0.6901505540312255,False
95,0.011786242989123546,0.9227939518099568,0.35803001655422306,0.47737335540563075,False
