vertex,effect,t,p_uncorrected,q_fdr,significant
86,-0.0230922956053228,-0.9475987203957638,0.3453036603218571,0.8779942816016493,False
87,0.026444674267572663,1.1228321150783613,0.26382739389186216,0.8229663987624819,False
88,-0.008993126968564425,-0.39102669608408697,0.6964947749498576,0.9523241454055436,False
89,0.006480594031633865,0.2624352399085603,0.793451403827856,0.9523241454055436,False
90,-0.005843705631119635,-0.2269524242522314,0.8208602153582276,0.9523241454055436,False
91,-0.000306900294676761,-0.013301534609679045,0.9894100739977507,0.9894100739977507,False
92,0.056881623771254955,2.1944504294769076,0.030195742350465554,0.4267591945131457,False
93,-0.02112448908208214,-0.8479295178112898,0.3982234468935868,0.8779942816016493,False
94,0.03262478270001702,1.247800684128822,0.21461707185441523,0.8229663987624819,False
95,0.05364512010772841,2.0289561175837876,0.04475225874668543,0.4267591945131457,False
