feature,latent_dim,final_encoding_weight,mean_boot_encoding_weight,std_boot_encoding_weight,bsr,abs_bsr,bsr_threshold,bsr_selected,bsr_thresholded_weight,top_bsr_percent,top_bsr_cutoff,top_bsr_selected,top_bsr_weight,bsr_sign,fdr_method,fdr_q,fdr_t_value,fdr_p_unc,fdr_p_fdr,fdr_selected,fdr_final_selected,unc_p_threshold,fdr_thresholded_weight,fdr_sign
feature_15,0,-0.011920202013053277,-0.004672641401122593,0.018678670009593373,-0.25015921362295723,0.25015921362295723,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_16,0,0.010032438346403303,0.017016242375239136,0.008690838685190657,1.9579516996714155,1.9579516996714155,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_17,0,-0.003223205709611059,-0.0018258010278743547,0.01759701357891669,-0.10375630044758737,0.10375630044758737,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_18,0,-0.005967745842156566,-0.012450434684334773,0.008796405476495005,-1.4154002697583403,1.4154002697583403,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_19,0,-0.01107235194498335,0.0023044454846993185,0.010827759831465146,0.21282753963591516,0.21282753963591516,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_20,0,0.017458348793418114,0.015620391770107827,0.008647778089808822,1.8062896165797833,1.8062896165797833,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_21,0,0.012843453732797168,0.002679911664618032,0.013740332138800678,0.19503980235312912,0.19503980235312912,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_22,0,0.01545578173863065,-0.0038686830798913526,0.012725846920706241,-0.3040020129109532,0.3040020129109532,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_23,0,-0.02101463993323486,-0.009654868287268106,0.021965353650046954,-0.4395498675363903,0.4395498675363903,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_24,0,0.011824804817980877,0.019418760279644474,0.0071612816732167135,2.7116319627910865,2.7116319627910865,3.0,False,0.0,10,2.657663697061278,True,0.011824804817980877,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_25,0,-0.011968314714510651,-0.01793855720394821,0.025351828275187435,-0.707584360750234,0.707584360750234,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_26,0,0.01569546773297296,0.011798537412008647,0.01594340487503286,0.740026205474151,0.740026205474151,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_27,0,-0.004792219794954332,0.008887046509783687,0.01289181703681169,0.6893556187159142,0.6893556187159142,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_28,0,0.003676755453381282,0.013788947568985715,0.010127657388911665,1.361514024366843,1.361514024366843,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_29,0,-0.014923183763963389,-0.014617284694789557,0.010561721067593243,-1.3839870037507511,1.3839870037507511,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_30,0,0.0319025584477792,0.028939206966051446,0.010346224592972684,2.797078944691323,2.797078944691323,3.0,False,0.0,10,2.657663697061278,True,0.0319025584477792,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_31,0,-0.017636996256151873,-0.010551169463871142,0.024720059569279456,-0.4268262151351559,0.4268262151351559,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_32,0,-0.003560688927448719,0.004672647231412375,0.014403147291592927,0.32441848554446046,0.32441848554446046,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_33,0,-0.009734304706182076,-0.018007072618196934,0.006205519651666918,-2.9017831912529517,2.9017831912529517,3.0,False,0.0,10,2.657663697061278,True,-0.009734304706182076,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_34,0,0.04204085464716293,0.026255653694143465,0.01943954831783455,1.3506308513380205,1.3506308513380205,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_35,0,0.008632370511073758,0.002240919333739458,0.016575861952095962,0.13519172277228705,0.13519172277228705,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_36,0,0.004188198284659562,-0.008786312622393952,0.019109873935236107,-0.459778680496324,0.459778680496324,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_37,0,0.02285290119738855,0.030474119979922047,0.015426247554669727,1.9754719916119283,1.9754719916119283,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_38,0,-0.015519413865869244,-0.012980252325506333,0.026065461506629917,-0.49798666799759994,0.49798666799759994,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_39,0,0.001706428916118896,0.0017452932556904928,0.015259499813005943,0.11437421128331797,0.11437421128331797,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_40,0,-0.027874336844702686,-0.027415557031071302,0.024250667775155377,-1.1305073033559236,1.1305073033559236,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_41,0,0.034079877750029526,0.031963428002050945,0.0263465638315918,1.2131915268481441,1.2131915268481441,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_42,0,0.004106453716855391,-0.0004793149402252268,0.008991130258936586,-0.053309753770814254,0.053309753770814254,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_43,0,-0.00627077883225583,-0.010061508581559032,0.017393857495881886,-0.5784518232336422,0.5784518232336422,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_44,0,-0.008961592544106061,-0.016727480565329925,0.00663654470263194,-2.5205104937658436,2.5205104937658436,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_45,0,0.03796332074191656,0.02997947361527469,0.010345976079705249,2.897694077805058,2.897694077805058,3.0,False,0.0,10,2.657663697061278,True,0.03796332074191656,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_46,0,0.012535641236464458,0.016159275657730933,0.017541453862405052,0.9212050371927032,0.9212050371927032,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_47,0,-0.03193337810134441,-0.021873903938962613,0.015882100564919056,-1.3772676888395017,1.3772676888395017,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_48,0,-0.006424186928031647,0.00856139752519865,0.015620807656313313,0.5480764960151386,0.5480764960151386,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_49,0,0.019362784347949604,0.02778657644298372,0.028225349813157094,0.9844546348201912,0.9844546348201912,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_50,0,-0.015055758524559646,-0.012775379107319495,0.03168012954648545,-0.4032615803724445,0.4032615803724445,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_51,0,-0.02206342143341059,-0.01958192181145877,0.011131801275466957,-1.759097321887589,1.759097321887589,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_52,0,-0.018216730424933082,-0.016110636307497494,0.01826461933335814,-0.8820680033595525,0.8820680033595525,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_53,0,0.0095679503087892,0.005028581270632569,0.01477526968583241,0.34033769789355073,0.34033769789355073,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_54,0,0.02214005528482652,0.016964410798721696,0.01828776780695139,0.92763704011341,0.92763704011341,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_55,0,-0.0011441184151481604,0.003430124482510819,0.016223819172186855,0.2114252165970402,0.2114252165970402,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_56,0,-0.0012891716794921518,0.00489558658999244,0.006742633731708246,0.726064440808969,0.726064440808969,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_57,0,0.01453973140822624,0.005573111414931062,0.013177196666187552,0.422936042931769,0.422936042931769,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_58,0,0.02637084936009544,0.0226173674624945,0.02028845473960125,1.1147900494534668,1.1147900494534668,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_59,0,-0.023090980976862557,-0.0043146485821536715,0.01510102873508506,-0.2857188512017866,0.2857188512017866,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_60,0,-0.022174752647205143,-0.02552708584925495,0.007033856638805385,-3.6291734620270018,3.6291734620270018,3.0,True,-0.022174752647205143,10,2.657663697061278,True,-0.022174752647205143,negative,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_61,0,0.001826884632815362,0.0074140078069861145,0.016557072054132926,0.447784957554464,0.447784957554464,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_62,0,0.006961629338319283,0.011720731907885442,0.016481790623550117,0.7111321928297157,0.7111321928297157,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_63,0,0.02801534362246654,0.015585636682040627,0.023759618127432554,0.6559716826444129,0.6559716826444129,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_64,0,-0.006513848513105739,-0.013959612040613,0.019751048285939092,-0.706778285310099,0.706778285310099,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_65,0,-0.008153928836274712,-0.005297881226509816,0.007867110068439235,-0.6734215207898914,0.6734215207898914,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_66,0,-0.025864801713032508,-0.02256052122667871,0.008476618975292382,-2.6614999792296947,2.6614999792296947,3.0,False,0.0,10,2.657663697061278,True,-0.025864801713032508,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_67,0,0.0023126806458947107,0.002675128534269073,0.016935210308241726,0.15796252219951407,0.15796252219951407,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_68,0,0.002357384913079346,0.012896749494813453,0.025709733274156203,0.5016290662096231,0.5016290662096231,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_69,0,-0.022413164512572695,-0.027506373766030146,0.01048606005481159,-2.6231371575455253,2.6231371575455253,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_70,0,-0.001548119430111097,0.0101252439831417,0.015243788696199396,0.6642209613982737,0.6642209613982737,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_71,0,0.022689375901596948,0.022093020874028858,0.011158159036904758,1.9799879891438974,1.9799879891438974,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_72,0,0.022150685701119367,0.015350434432002708,0.011813090472954653,1.2994427213730892,1.2994427213730892,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_73,0,0.0055587100853937985,0.0014599385222803473,0.009938418747492017,0.1468984714141539,0.1468984714141539,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_74,0,0.013102526911717201,0.014746329171055412,0.009466497396306797,1.5577386813425267,1.5577386813425267,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_75,0,0.005341335325833847,0.0029330004309453235,0.027318299553961128,0.10736394573724635,0.10736394573724635,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_76,0,-0.03230576591454718,-0.02406288238813581,0.020248635790751743,-1.1883705468753685,1.1883705468753685,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_77,0,-0.006296315060376891,-0.004478877113292852,0.020227471515786365,-0.22142545645397887,0.22142545645397887,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_78,0,-0.0070778144177135426,-0.0028034041419123697,0.012382440733954616,-0.22640157963566837,0.22640157963566837,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_79,0,0.007970826093616622,0.007911138265986144,0.01858585358927373,0.42565374939528317,0.42565374939528317,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_80,0,0.020901224724871853,0.005461946987050904,0.014704091348354875,0.3714576343176757,0.3714576343176757,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_81,0,0.01791149869947982,0.01935245797038964,0.0192802555358967,1.0037448899138557,1.0037448899138557,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_82,0,0.0014267506539455321,-0.01859188730692774,0.024089633860159845,-0.7717795718628816,0.7717795718628816,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_83,0,0.01900524405921259,0.023056970746724133,0.01199197368311617,1.9227002456807152,1.9227002456807152,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_84,0,0.005749035358680028,-0.010325788163838064,0.013390425634615441,-0.7711321839647115,0.7711321839647115,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_85,0,-0.007436545095420352,-0.00808787434670453,0.010868808786658057,-0.7441362255478037,0.7441362255478037,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_86,0,-0.012562942232800633,-0.011906289356605298,0.015601807457712231,-0.7631352578139798,0.7631352578139798,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_87,0,0.007835928857276646,0.011060100699887405,0.014250145257569976,0.7761395059472848,0.7761395059472848,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_88,0,-0.01319079056504209,0.00830114334628302,0.009597560060728719,0.8649222608410262,0.8649222608410262,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_89,0,-0.02087926418545886,-0.013182521696113284,0.011645757136837067,-1.131959179744117,1.131959179744117,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_90,0,-0.0008856481539033385,0.012462506859020565,0.015542181667945297,0.8018505461639048,0.8018505461639048,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_91,0,-0.0020113169065892503,-0.010377847842473401,0.010894409067476178,-0.952584741237145,0.952584741237145,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_92,0,-0.02605046584499748,-0.029400397957024003,0.011446209787968929,-2.5685706012418765,2.5685706012418765,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_93,0,0.010486158321970281,0.030274703156733584,0.026499745180055004,1.1424526142055056,1.1424526142055056,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_94,0,0.010051937639121605,-0.0002638213704406624,0.012855275669163146,-0.020522420306669054,0.020522420306669054,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_95,0,0.013845313794371466,0.03898048387087342,0.026792535860976574,1.4549008751220385,1.4549008751220385,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_96,0,-0.03949476973981766,-0.03427801030030332,0.01454961911612304,-2.355938669371656,2.355938669371656,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_97,0,0.015983923274446577,0.0073296207123366135,0.01752226035669747,0.4183033788523202,0.4183033788523202,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_98,0,-0.01389957411695801,-0.00858882762580788,0.011965125470871661,-0.7178217768561505,0.7178217768561505,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_99,0,0.026818120831030825,0.01229812804495895,0.014129047711060534,0.8704145032599544,0.8704145032599544,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_100,0,0.017031843479321983,0.005790194949605904,0.019857763029460074,0.291583444772497,0.291583444772497,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_101,0,-0.010419043019778284,0.004498561211531667,0.011019355946025487,0.40824175510495503,0.40824175510495503,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_102,0,-0.006465517200928457,-0.008599670146269662,0.015727199434196346,-0.5468023841276546,0.5468023841276546,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_103,0,-0.00799127115826053,-0.0007272598770966379,0.017702173503072568,-0.041083083778972525,0.041083083778972525,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,1.0,1.0,False,False,0.005,0.0,zero
feature_104,0,0.0175394509437501,0.01668074070984844,0.020419161939943198,0.816916030095153,0.816916030095153,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_105,0,-0.01950833674274079,-0.013760310309609303,0.019962358989515868,-0.6893128370668091,0.6893128370668091,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_106,0,0.00038823662287613476,-0.01352904493563005,0.01162431955438492,-1.1638569356540642,1.1638569356540642,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.3333333333333333,0.9488752556237218,False,False,0.005,0.0,zero
feature_107,0,-0.015107922226617165,-0.00715881290139134,0.013347452079084067,-0.5363430307878352,0.5363430307878352,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_108,0,-0.001555242870995764,-0.00469884167609417,0.009682321726352593,-0.485301130131343,0.485301130131343,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_109,0,0.005118043989045198,-0.00575398405863218,0.009277392759924894,-0.620215636820658,0.620215636820658,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
feature_110,0,-0.01349002122325262,-0.011178952856299265,0.009989721092841502,-1.119045542153319,1.119045542153319,3.0,False,0.0,10,2.657663697061278,False,0.0,zero,sign,0.05,,0.6666666666666666,0.9488752556237218,False,False,0.005,0.0,zero
