feature,latent_dim,full_weight,mean_boot_weight,p_unc,p_fdr,fdr_significant,final_significant,thresholded_weight,sign
feature_33,0,-0.03285249755492372,-0.10391909367639621,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_34,0,0.34996387328318085,0.3868206970323337,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_35,0,0.27247179907355723,0.10758440940437353,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_36,0,-0.007527919402687664,-0.06701790479072381,1.0,1.0,False,False,0.0,zero
feature_37,0,0.3000263154229858,0.2970040927768608,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_38,0,0.0426252916374407,0.023399063088763584,1.0,1.0,False,False,0.0,zero
feature_39,0,-0.06939845296708927,0.00954304513655264,1.0,1.0,False,False,0.0,zero
feature_40,0,-0.23752356756265103,-0.29312927287247736,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_41,0,0.31740969591450463,0.3410600069941827,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_42,0,0.2768770309496027,0.13583797713567244,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_43,0,-0.20045566060367825,-0.0900279593971551,1.0,1.0,False,False,0.0,zero
feature_44,0,-0.3335586505433072,-0.11878837205083823,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_45,0,0.2881252569763528,0.262502843736056,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_46,0,0.21389547744966977,0.17681527980065045,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_47,0,-0.21277846550891027,-0.16635530870961063,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_48,0,-0.17982734089286853,-0.011435704668606219,1.0,1.0,False,False,0.0,zero
feature_49,0,-0.05252026958458116,0.16886533044171945,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_50,0,-0.10226421098511738,-0.0555673580799116,1.0,1.0,False,False,0.0,zero
feature_51,0,-0.2751143144180684,-0.28895816582239997,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_52,0,0.08961373979993278,-0.06623193701973731,1.0,1.0,False,False,0.0,zero
feature_53,0,-0.21406380705229167,-0.13947147909102647,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_54,0,0.4056789996780291,0.2535338224156949,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_55,0,0.2177926038765083,0.23984783592628914,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_56,0,-0.004106542547745114,0.088294443538639,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_57,0,0.023286397435200407,-0.03380840123834486,1.0,1.0,False,False,0.0,zero
feature_58,0,0.4731447732329822,0.2683863204878459,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_59,0,-0.013429376297515483,0.03413519639705333,1.0,1.0,False,False,0.0,zero
feature_60,0,-0.33231450736630236,-0.2163837243447943,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_61,0,0.1222995262913808,0.1913075329775698,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_62,0,0.11864480045301704,0.10609370732567278,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_63,0,0.2680560072820906,0.21483020983251672,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_64,0,0.006811909545756556,-0.06752767656269668,1.0,1.0,False,False,0.0,zero
feature_65,0,-0.23772380302092014,-0.11949337523638452,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_66,0,-0.6486408968736638,-0.38137662438551095,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_67,0,0.2374528821387522,0.09704559371559426,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_68,0,0.01202207435333728,-0.00887039187910369,1.0,1.0,False,False,0.0,zero
feature_69,0,-0.4310647023689968,-0.3560681867888601,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_70,0,0.2418584865416609,0.17869899335846734,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_71,0,0.2302967424726361,0.20342772063592535,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_72,0,0.21409934371574307,0.13853492520058472,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_73,0,0.3459847075647169,0.1874179673772757,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_74,0,0.4628173095827243,0.3397272426786455,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_75,0,-0.15874504617794355,-0.0571973262665871,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_76,0,-0.45775495856528503,-0.3464737562676788,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_77,0,-0.06405229716044893,-0.16032700407844466,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_78,0,0.15248368244391655,0.08042503067909822,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_79,0,0.20304425830314105,0.07292649491888818,1.0,1.0,False,False,0.0,zero
feature_80,0,0.08827178520078043,0.15086710474236945,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_81,0,0.21812410414262157,0.11781459968118255,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_82,0,0.031482876583578415,-0.10365276805600851,1.0,1.0,False,False,0.0,zero
feature_83,0,0.4886315240693461,0.34948553615962236,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_84,0,-0.227888215873889,-0.1818182406756697,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_85,0,0.09175339622721067,0.03835171127740245,1.0,1.0,False,False,0.0,zero
feature_86,0,-0.09269030748371171,-0.020674662517287716,1.0,1.0,False,False,0.0,zero
feature_87,0,-0.33723578119312103,-0.05471020157248604,1.0,1.0,False,False,0.0,zero
feature_88,0,-0.00671305302946002,0.005311478614608495,1.0,1.0,False,False,0.0,zero
feature_89,0,0.24605167946108564,0.07807344377596162,1.0,1.0,False,False,0.0,zero
feature_90,0,-0.34364761655516296,-0.10781904083796574,1.0,1.0,False,False,0.0,zero
feature_91,0,-0.4664807392264514,-0.3847317613373214,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_92,0,0.014103828824970315,-0.17790718295925786,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_93,0,-0.09723549039688989,0.13733876560388109,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_94,0,-0.2806922332302592,-0.15339826893843972,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_95,0,0.2968597997128637,0.2887266943639254,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_96,0,-0.39430891298092186,-0.39318091197841415,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_97,0,0.2098312345881886,0.0932693788483596,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_98,0,-0.03296272314472823,-0.04458821205530384,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_99,0,-0.157713550554954,-0.17184767362469774,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_100,0,0.2613582575779861,0.13538463468538647,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_101,0,-0.007690366619749307,0.12130164180252478,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_102,0,-0.01931548342165519,-0.08432251653704767,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_103,0,-0.04815858821013748,-0.03442625665261518,1.0,1.0,False,False,0.0,zero
feature_104,0,0.33246956513897674,0.23466503128864655,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_105,0,-0.32232959621876767,-0.25256838010936666,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_106,0,-0.11566409424917419,-0.17203689854240936,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_107,0,-0.040755588840440726,0.010361939595930708,1.0,1.0,False,False,0.0,zero
feature_108,0,0.0732421948363003,0.08018504771303714,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_109,0,-0.12618608981869153,-0.09081243143427506,1.0,1.0,False,False,0.0,zero
feature_110,0,0.01544432439657097,-0.0032546414318047,1.0,1.0,False,False,0.0,zero
feature_111,0,0.013362862463307586,-0.10147389542801602,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_112,0,0.059518649616955924,0.05463091604411874,1.0,1.0,False,False,0.0,zero
feature_113,0,0.5835954586108635,0.39129308829937803,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_114,0,0.22017124507374888,0.048877698699230164,1.0,1.0,False,False,0.0,zero
feature_115,0,-0.07052176067394882,-0.09981349792586772,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_116,0,-0.3055704090695955,-0.1545555049249995,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_117,0,0.1944272475072624,0.1103221438027415,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_118,0,-0.39380619511081666,-0.3129044464488636,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_119,0,-0.5903158766898206,-0.42383284234629615,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_120,0,0.10607186399189503,0.013967961227978132,1.0,1.0,False,False,0.0,zero
feature_121,0,-0.5322541159419769,-0.3646671885288597,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_122,0,-0.08278910272533048,-0.08705367614907747,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_123,0,0.09191292883008154,0.2122130729463006,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_124,0,-0.15578101932343338,-0.0866848318718844,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_125,0,-0.24803776953806458,-0.11315856014505796,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_126,0,-0.39277328184482724,-0.25631520695298027,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_127,0,-0.09885067126977884,-0.13373484463322477,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_128,0,-0.07747624850516828,-0.052230215033129156,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_129,0,-0.36021172674739377,-0.1554022766407271,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_130,0,0.03978499249263278,0.07790431954351942,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_131,0,0.19359601596647547,0.1345036890405376,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_132,0,-0.24080881573231266,-0.242682816820221,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_133,0,-0.013387242750503962,-0.007740503633220541,1.0,1.0,False,False,0.0,zero
feature_134,0,0.10822257965972872,0.14340872595673002,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_135,0,0.11897197190827531,0.0833232362093413,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_136,0,0.03282484072318412,0.06659132327643331,1.0,1.0,False,False,0.0,zero
feature_137,0,0.14710759817249286,0.11180905209355525,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_138,0,0.12043757389858138,0.04040765655432297,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_139,0,0.041545131260780785,0.028390897271141503,1.0,1.0,False,False,0.0,zero
feature_140,0,0.014758869988038627,-0.0058828375599824624,1.0,1.0,False,False,0.0,zero
feature_141,0,-0.04039330917555148,-0.0006436143308011982,1.0,1.0,False,False,0.0,zero
feature_142,0,-0.32772911892737205,-0.24553040350690591,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_143,0,-0.08459714168604135,0.017574499077961946,1.0,1.0,False,False,0.0,zero
feature_144,0,0.26865126637592235,0.17622653569386165,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_145,0,-0.1237801583809788,-0.07496753765935868,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_146,0,-0.02437262318457208,-0.04680455932234211,1.0,1.0,False,False,0.0,zero
feature_147,0,-0.41757338417466217,-0.36907844461075484,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_148,0,-0.16648017027374765,-0.22819736107252978,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_149,0,-0.198358942568774,-0.03179312212919822,1.0,1.0,False,False,0.0,zero
feature_150,0,-0.19058822389052815,-0.20921216211700547,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_151,0,-0.2966823377910683,-0.3169286830851735,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_152,0,0.7469214173095029,0.5221115759173071,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_153,0,0.17550465434773632,0.10280165779433155,1.0,1.0,False,False,0.0,zero
feature_154,0,-0.048614333154076886,-0.014488070304911758,1.0,1.0,False,False,0.0,zero
feature_155,0,0.35822661896652896,0.40830345258215317,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_156,0,0.09597594858106316,0.10154474187098916,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_157,0,-0.03552633886282722,0.0453108497827715,1.0,1.0,False,False,0.0,zero
feature_158,0,-0.037537326444144155,0.10045448639799495,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_159,0,-0.003721358967684008,0.06294002923511026,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_160,0,-0.05711638840013002,-0.051402844640213594,1.0,1.0,False,False,0.0,zero
feature_161,0,-0.20260877569830008,-0.1319635906095109,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_162,0,0.42340428812942354,0.1731148126538582,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_163,0,-0.3211299150444566,-0.13168719997295425,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_164,0,-0.16256034451333734,-0.1221089305356304,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_165,0,-0.6021582364450417,-0.26752241628626994,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_166,0,0.39114686192858256,0.31582294484884416,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_167,0,0.20300488698117353,0.28908104039820937,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_168,0,-0.030652233428980307,-0.16026881081006444,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_169,0,0.13841569230536563,-0.022266669918467298,1.0,1.0,False,False,0.0,zero
feature_170,0,-0.28883837201497486,-0.22939813864557884,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_171,0,-0.2278513458642072,-0.050335724167139176,1.0,1.0,False,False,0.0,zero
feature_172,0,0.13106110964079157,0.26025464919467767,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_173,0,0.23337937181909862,0.18754898924778757,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_174,0,-0.0413894556620661,-0.1633678431315414,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_175,0,-0.055885426886854994,-0.07348986821443541,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_176,0,-0.04256361306900044,0.021090171450019075,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_177,0,-0.11185857314030671,-0.17922483598731978,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_178,0,-0.23249656564865384,-0.19197374445729382,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_179,0,-0.09993788399361778,-0.036483965018219315,1.0,1.0,False,False,0.0,zero
feature_180,0,0.08902189225831274,-0.027647419404060947,1.0,1.0,False,False,0.0,zero
feature_181,0,0.04826034378524482,0.02211157731999811,1.0,1.0,False,False,0.0,zero
feature_182,0,-0.13841019851028563,-0.1673038894427249,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_183,0,0.1697630184710367,0.05446165732518302,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_184,0,-0.09812080897724886,-0.18427803112992588,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_185,0,-0.07406334342424672,-0.053563038337000046,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_186,0,0.11487807380843233,0.058075151579631515,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_187,0,-0.1362228163022041,0.009352855279001735,1.0,1.0,False,False,0.0,zero
feature_188,0,0.10952244589743229,0.07135954973735323,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_189,0,-0.005947623481024768,0.061809492316450075,1.0,1.0,False,False,0.0,zero
feature_190,0,0.26356900958256474,0.28815876069941565,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_191,0,0.6355883484116145,0.4696241223831148,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_192,0,0.0025124727854432946,-0.07282549422882602,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_193,0,-0.4254498115168062,-0.17455975764344905,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_194,0,-0.11286444169643232,-0.13146513461521175,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_195,0,0.32882042768606273,0.23509552588840235,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_196,0,-0.42036848807165184,-0.24905540034773063,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_197,0,-0.482471455000267,-0.2220104332238116,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_198,0,-0.1040309162694671,0.048702530619667714,1.0,1.0,False,False,0.0,zero
feature_199,0,-0.008758977181675537,0.03082377312627028,1.0,1.0,False,False,0.0,zero
feature_200,0,-0.05784094587923394,0.002112958372357793,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_201,0,0.016889901131763668,-0.2016999248029248,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_202,0,-0.19449516319774016,-0.000243566857769148,1.0,1.0,False,False,0.0,zero
feature_203,0,-0.4916674151212762,-0.2078880430286809,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_204,0,0.4241021094029526,0.2694961204337366,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_205,0,-0.028245320117571807,-0.15656099403984908,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_206,0,0.2165688777534223,0.12547545786038747,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_207,0,0.07751747924304526,-0.043787253244208964,1.0,1.0,False,False,0.0,zero
feature_208,0,0.010526048658733644,-0.017025200701222508,1.0,1.0,False,False,0.0,zero
feature_209,0,-0.06655138021259867,0.0504993783179129,1.0,1.0,False,False,0.0,zero
feature_210,0,0.20967051540985682,0.22614669375250074,1.0,1.0,False,False,0.0,zero
feature_211,0,0.22921997342645561,0.10931863992169377,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_212,0,-0.40264445863658305,-0.27561346177445295,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_213,0,-0.2802689590800782,-0.17189857787121543,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_214,0,-0.3204486401686443,-0.20593894562694115,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_215,0,0.12434932217937089,0.2317485651498196,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_216,0,-0.49893721903073057,-0.2859584320286131,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_217,0,0.40229361948837505,0.2580205338485112,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_218,0,-0.1454304202406634,-0.25628113239644934,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_219,0,-0.08967479187703697,0.02857942220612003,1.0,1.0,False,False,0.0,zero
feature_220,0,0.374822216179472,0.179960903168276,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_221,0,0.0042588523552021945,0.01712147905286342,1.0,1.0,False,False,0.0,zero
feature_222,0,0.031905147117105986,0.07899260861370468,1.0,1.0,False,False,0.0,zero
feature_223,0,0.113600272700488,-0.11874687700077513,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_224,0,0.11105713402351662,-0.08729547327099914,1.0,1.0,False,False,0.0,zero
feature_225,0,-0.17686945146990318,-0.1464843167742917,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
feature_226,0,-0.0884943941213292,-0.009257646761138985,1.0,1.0,False,False,0.0,zero
feature_227,0,0.270651176220046,0.272510614213907,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_228,0,0.2555141208742656,0.13419137253107366,1.0,1.0,False,False,0.0,zero
feature_229,0,0.010445764907679133,-0.03769972748259562,1.0,1.0,False,False,0.0,zero
feature_230,0,0.31177490315905465,0.09959300263063994,0.3333333333333333,0.7581699346405228,False,False,0.0,zero
feature_231,0,0.23698348866525867,0.08884715365901585,0.6666666666666666,0.9606625258799171,False,False,0.0,zero
