roi,roi_label,age_i_center,age_j_center,n_pairs_local,conditional_coupling
R_101,RH_Vis_1,8.9,8.7,6.0,0.26003072550321515
R_101,RH_Vis_1,8.9,8.9,6.0,0.26003072550321515
R_101,RH_Vis_1,8.9,9.1,10.0,0.31897553325998806
R_101,RH_Vis_1,8.9,9.3,10.0,0.31897553325998806
R_101,RH_Vis_1,8.9,9.5,14.0,0.35560839821974993
R_101,RH_Vis_1,8.9,9.7,13.0,0.37249805589849105
R_101,RH_Vis_1,8.9,9.9,17.0,0.39826662829582443
R_101,RH_Vis_1,8.9,10.1,15.0,0.42191073608970764
R_101,RH_Vis_1,8.9,10.3,19.0,0.4405301454533424
R_101,RH_Vis_1,8.9,10.5,20.0,0.4764010415181833
R_101,RH_Vis_1,8.9,10.7,16.0,0.4936531156739423
R_101,RH_Vis_1,8.9,10.9,20.0,0.5068764325793421
R_101,RH_Vis_1,8.9,11.1,16.0,0.5217979005693891
R_101,RH_Vis_1,8.9,11.3,20.0,0.5311178196988494
R_101,RH_Vis_1,8.9,11.5,16.0,0.5433936524767722
R_101,RH_Vis_1,8.9,11.7,20.0,0.5526030654514072
R_101,RH_Vis_1,8.9,11.9,16.0,0.5631655991725161
R_101,RH_Vis_1,8.9,12.1,20.0,0.5681230730752703
R_101,RH_Vis_1,8.9,12.3,16.0,0.576390220613467
R_101,RH_Vis_1,8.9,12.5,20.0,0.5809504449881351
R_101,RH_Vis_1,8.9,12.700000000000001,16.0,0.5862456311849333
R_101,RH_Vis_1,8.9,12.9,20.0,0.5879906194364052
R_101,RH_Vis_1,8.9,13.1,20.0,0.592706037674325
R_101,RH_Vis_1,8.9,13.3,16.0,0.5935223677554192
R_101,RH_Vis_1,8.9,13.5,20.0,0.5919204870929125
R_101,RH_Vis_1,8.9,13.700000000000001,16.0,0.5929123666945687
R_101,RH_Vis_1,8.9,13.9,20.0,0.5888723221560577
R_101,RH_Vis_1,8.9,14.1,16.0,0.5862925670733704
R_101,RH_Vis_1,8.9,14.3,20.0,0.5798673132014827
R_101,RH_Vis_1,8.9,14.5,16.0,0.5760914983912802
R_101,RH_Vis_1,8.9,14.700000000000001,20.0,0.5682680987946891
R_101,RH_Vis_1,8.9,14.9,16.0,0.5623414766417891
R_101,RH_Vis_1,8.9,15.1,20.0,0.5513389340419852
R_101,RH_Vis_1,8.9,15.3,16.0,0.54279542644176
R_101,RH_Vis_1,8.9,15.5,20.0,0.5309450763682
R_101,RH_Vis_1,8.9,15.700000000000001,20.0,0.5062886228241003
R_101,RH_Vis_1,8.9,15.9,16.0,0.4943192041016424
R_101,RH_Vis_1,8.9,16.1,20.0,0.4766476541500955
R_101,RH_Vis_1,8.9,16.3,16.0,0.461565942585538
R_101,RH_Vis_1,8.9,16.5,20.0,0.4426184363624569
R_101,RH_Vis_1,8.9,16.700000000000003,16.0,0.4264408545423789
R_101,RH_Vis_1,8.9,16.9,20.0,0.4081836788962751
R_101,RH_Vis_1,8.9,17.1,16.0,0.3893436796018539
R_101,RH_Vis_1,8.9,17.3,20.0,0.3692377506328583
R_101,RH_Vis_1,8.9,17.5,16.0,0.3491897192206942
R_101,RH_Vis_1,8.9,17.700000000000003,16.0,0.3491897192206942
R_101,RH_Vis_1,8.9,17.9,12.0,0.33026580751295626
R_101,RH_Vis_1,9.1,8.1,1.0,
R_101,RH_Vis_1,9.1,8.3,3.0,0.19263816269317288
R_101,RH_Vis_1,9.1,8.5,3.0,0.19263816269317288
R_101,RH_Vis_1,9.1,8.7,6.0,0.26003072550321515
R_101,RH_Vis_1,9.1,8.9,6.0,0.26003072550321515
R_101,RH_Vis_1,9.1,9.1,10.0,0.31897553325998806
R_101,RH_Vis_1,9.1,9.3,10.0,0.31897553325998806
R_101,RH_Vis_1,9.1,9.5,15.0,0.3773210043012097
R_101,RH_Vis_1,9.1,9.7,14.0,0.3945551582944307
R_101,RH_Vis_1,9.1,9.9,19.0,0.42955985834985616
R_101,RH_Vis_1,9.1,10.1,17.0,0.45410386288022736
R_101,RH_Vis_1,9.1,10.3,22.0,0.4768188032781557
R_101,RH_Vis_1,9.1,10.5,24.0,0.5167912405617754
R_101,RH_Vis_1,9.1,10.7,20.0,0.538670939695101
R_101,RH_Vis_1,9.1,10.9,25.0,0.5515409384988671
R_101,RH_Vis_1,9.1,11.1,20.0,0.5659231865276707
R_101,RH_Vis_1,9.1,11.3,25.0,0.5754413490710424
R_101,RH_Vis_1,9.1,11.5,20.0,0.587408431712541
R_101,RH_Vis_1,9.1,11.7,25.0,0.5969798973936852
R_101,RH_Vis_1,9.1,11.9,20.0,0.6077124715843285
R_101,RH_Vis_1,9.1,12.1,25.0,0.6132514548774936
R_101,RH_Vis_1,9.1,12.3,20.0,0.6218020202817192
R_101,RH_Vis_1,9.1,12.5,25.0,0.6265384295393605
R_101,RH_Vis_1,9.1,12.700000000000001,20.0,0.6324178034957176
R_101,RH_Vis_1,9.1,12.9,25.0,0.6343355965124505
R_101,RH_Vis_1,9.1,13.1,25.0,0.6393994817619919
R_101,RH_Vis_1,9.1,13.3,20.0,0.6404329121729244
R_101,RH_Vis_1,9.1,13.5,25.0,0.6383787817843839
R_101,RH_Vis_1,9.1,13.700000000000001,20.0,0.6391216302179414
R_101,RH_Vis_1,9.1,13.9,25.0,0.6350687957077017
R_101,RH_Vis_1,9.1,14.1,20.0,0.6324649779921456
R_101,RH_Vis_1,9.1,14.3,25.0,0.6258680111595384
R_101,RH_Vis_1,9.1,14.5,20.0,0.6218333218045775
R_101,RH_Vis_1,9.1,14.700000000000001,25.0,0.6141841568413866
R_101,RH_Vis_1,9.1,14.9,20.0,0.6080218396786744
R_101,RH_Vis_1,9.1,15.1,25.0,0.5975120112271904
R_101,RH_Vis_1,9.1,15.3,20.0,0.5893494489764326
R_101,RH_Vis_1,9.1,15.5,25.0,0.5769438798047686
R_101,RH_Vis_1,9.1,15.700000000000001,25.0,0.5525641325425179
R_101,RH_Vis_1,9.1,15.9,20.0,0.54083512972087
R_101,RH_Vis_1,9.1,16.1,25.0,0.5235383101302298
R_101,RH_Vis_1,9.1,16.3,20.0,0.5085260134156313
R_101,RH_Vis_1,9.1,16.5,25.0,0.4903925940778139
R_101,RH_Vis_1,9.1,16.700000000000003,20.0,0.4741225682419537
R_101,RH_Vis_1,9.1,16.9,25.0,0.4569576459475623
R_101,RH_Vis_1,9.1,17.1,20.0,0.43936665665492464
R_101,RH_Vis_1,9.1,17.3,25.0,0.4198277562915581
R_101,RH_Vis_1,9.1,17.5,20.0,0.40054501502557543
R_101,RH_Vis_1,9.1,17.700000000000003,20.0,0.40054501502557543
R_101,RH_Vis_1,9.1,17.9,15.0,0.3826096761115443
R_101,RH_Vis_1,9.3,8.1,0.0,
R_101,RH_Vis_1,9.3,8.3,1.0,
R_101,RH_Vis_1,9.3,8.5,1.0,
R_101,RH_Vis_1,9.3,8.7,3.0,0.34423216178501354
R_101,RH_Vis_1,9.3,8.9,3.0,0.34423216178501354
R_101,RH_Vis_1,9.3,9.1,6.0,0.40087430602288565
R_101,RH_Vis_1,9.3,9.3,6.0,0.40087430602288565
R_101,RH_Vis_1,9.3,9.5,10.0,0.45815366943607894
R_101,RH_Vis_1,9.3,9.7,10.0,0.45815366943607894
R_101,RH_Vis_1,9.3,9.9,14.0,0.4922806720758989
R_101,RH_Vis_1,9.3,10.1,13.0,0.5097247942552279
R_101,RH_Vis_1,9.3,10.3,17.0,0.5311095658276961
R_101,RH_Vis_1,9.3,10.5,19.0,0.5668758056232289
R_101,RH_Vis_1,9.3,10.7,16.0,0.5873806847536922
R_101,RH_Vis_1,9.3,10.9,20.0,0.6000900030013974
R_101,RH_Vis_1,9.3,11.1,16.0,0.6140943251127795
R_101,RH_Vis_1,9.3,11.3,20.0,0.623518750499788
R_101,RH_Vis_1,9.3,11.5,16.0,0.6349988934558728
R_101,RH_Vis_1,9.3,11.7,20.0,0.6448901472034299
R_101,RH_Vis_1,9.3,11.9,16.0,0.6559601656447327
R_101,RH_Vis_1,9.3,12.1,20.0,0.6617825667930097
R_101,RH_Vis_1,9.3,12.3,16.0,0.6704177654049537
R_101,RH_Vis_1,9.3,12.5,20.0,0.6752479502934321
R_101,RH_Vis_1,9.3,12.700000000000001,16.0,0.6813281188687357
R_101,RH_Vis_1,9.3,12.9,20.0,0.6835530303647692
R_101,RH_Vis_1,9.3,13.1,20.0,0.6888527065385708
R_101,RH_Vis_1,9.3,13.3,16.0,0.6899520926247988
R_101,RH_Vis_1,9.3,13.5,20.0,0.6876489313192522
R_101,RH_Vis_1,9.3,13.700000000000001,16.0,0.6882931213025358
R_101,RH_Vis_1,9.3,13.9,20.0,0.6842991222645693
R_101,RH_Vis_1,9.3,14.1,16.0,0.6817317303688754
R_101,RH_Vis_1,9.3,14.3,20.0,0.6748758889041732
R_101,RH_Vis_1,9.3,14.5,16.0,0.6704816920429906
R_101,RH_Vis_1,9.3,14.700000000000001,20.0,0.6631718988991029
R_101,RH_Vis_1,9.3,14.9,16.0,0.6570361653946715
R_101,RH_Vis_1,9.3,15.1,20.0,0.6469072819433084
R_101,RH_Vis_1,9.3,15.3,16.0,0.6390250309048692
R_101,RH_Vis_1,9.3,15.5,20.0,0.6259967681937937
R_101,RH_Vis_1,9.3,15.700000000000001,20.0,0.60210329581927
R_101,RH_Vis_1,9.3,15.9,16.0,0.5907659890127465
R_101,RH_Vis_1,9.3,16.1,20.0,0.5733956414251182
R_101,RH_Vis_1,9.3,16.3,16.0,0.5582613702005098
R_101,RH_Vis_1,9.3,16.5,20.0,0.5411318864354087
R_101,RH_Vis_1,9.3,16.700000000000003,16.0,0.5248169210097966
R_101,RH_Vis_1,9.3,16.9,20.0,0.5087935026365487
R_101,RH_Vis_1,9.3,17.1,16.0,0.49252094895831267
R_101,RH_Vis_1,9.3,17.3,20.0,0.47308954468203923
R_101,RH_Vis_1,9.3,17.5,16.0,0.45414798979252785
R_101,RH_Vis_1,9.3,17.700000000000003,16.0,0.45414798979252785
R_101,RH_Vis_1,9.3,17.9,12.0,0.4375592360318353
R_101,RH_Vis_1,9.5,8.1,0.0,
R_101,RH_Vis_1,9.5,8.3,1.0,
R_101,RH_Vis_1,9.5,8.5,1.0,
R_101,RH_Vis_1,9.5,8.7,3.0,0.34423216178501354
R_101,RH_Vis_1,9.5,8.9,3.0,0.34423216178501354
R_101,RH_Vis_1,9.5,9.1,6.0,0.40087430602288565
R_101,RH_Vis_1,9.5,9.3,6.0,0.40087430602288565
R_101,RH_Vis_1,9.5,9.5,10.0,0.45815366943607894
R_101,RH_Vis_1,9.5,9.7,10.0,0.45815366943607894
R_101,RH_Vis_1,9.5,9.9,15.0,0.509570111070633
R_101,RH_Vis_1,9.5,10.1,14.0,0.5270031844510624
R_101,RH_Vis_1,9.5,10.3,19.0,0.5568315873059723
R_101,RH_Vis_1,9.5,10.5,22.0,0.5973586794776695
R_101,RH_Vis_1,9.5,10.7,19.0,0.6194390314592872
R_101,RH_Vis_1,9.5,10.9,24.0,0.6339840918503968
R_101,RH_Vis_1,9.5,11.1,20.0,0.6519663673093026
R_101,RH_Vis_1,9.5,11.3,25.0,0.6617528454923398
R_101,RH_Vis_1,9.5,11.5,20.0,0.6740903082804894
R_101,RH_Vis_1,9.5,11.7,25.0,0.6834158742598159
R_101,RH_Vis_1,9.5,11.9,20.0,0.6941820639998397
R_101,RH_Vis_1,9.5,12.1,25.0,0.6998258789278553
R_101,RH_Vis_1,9.5,12.3,20.0,0.7083183390945353
R_101,RH_Vis_1,9.5,12.5,25.0,0.7128787959385509
R_101,RH_Vis_1,9.5,12.700000000000001,20.0,0.718784664589035
R_101,RH_Vis_1,9.5,12.9,25.0,0.720943418335875
R_101,RH_Vis_1,9.5,13.1,25.0,0.7261669808086197
R_101,RH_Vis_1,9.5,13.3,20.0,0.7275291914664944
R_101,RH_Vis_1,9.5,13.5,25.0,0.7252132402525381
R_101,RH_Vis_1,9.5,13.700000000000001,20.0,0.725916265655693
R_101,RH_Vis_1,9.5,13.9,25.0,0.7222567172464269
R_101,RH_Vis_1,9.5,14.1,20.0,0.7200407407293807
R_101,RH_Vis_1,9.5,14.3,25.0,0.7133591332954563
R_101,RH_Vis_1,9.5,14.5,20.0,0.7093043082885113
R_101,RH_Vis_1,9.5,14.700000000000001,25.0,0.7014775131369291
R_101,RH_Vis_1,9.5,14.9,20.0,0.6950927487741082
R_101,RH_Vis_1,9.5,15.1,25.0,0.6850298223183664
R_101,RH_Vis_1,9.5,15.3,20.0,0.67729991904878
R_101,RH_Vis_1,9.5,15.5,25.0,0.6647218903532184
R_101,RH_Vis_1,9.5,15.700000000000001,25.0,0.6407240907004612
R_101,RH_Vis_1,9.5,15.9,20.0,0.6292469374856369
R_101,RH_Vis_1,9.5,16.1,25.0,0.6130396973786842
R_101,RH_Vis_1,9.5,16.3,20.0,0.5987570385907055
R_101,RH_Vis_1,9.5,16.5,25.0,0.5819156459138322
R_101,RH_Vis_1,9.5,16.700000000000003,20.0,0.5662000282684405
R_101,RH_Vis_1,9.5,16.9,25.0,0.5506738272784442
R_101,RH_Vis_1,9.5,17.1,20.0,0.5347398402053123
R_101,RH_Vis_1,9.5,17.3,25.0,0.5167752931182936
R_101,RH_Vis_1,9.5,17.5,20.0,0.4990617350614729
R_101,RH_Vis_1,9.5,17.700000000000003,20.0,0.4990617350614729
R_101,RH_Vis_1,9.5,17.9,15.0,0.4826787344316726
R_101,RH_Vis_1,9.7,8.1,0.0,
R_101,RH_Vis_1,9.7,8.3,0.0,
R_101,RH_Vis_1,9.7,8.5,0.0,
R_101,RH_Vis_1,9.7,8.7,1.0,
R_101,RH_Vis_1,9.7,8.9,1.0,
R_101,RH_Vis_1,9.7,9.1,3.0,0.4816974929986601
R_101,RH_Vis_1,9.7,9.3,3.0,0.4816974929986601
